hospital_id,hospital_name,city,state,pincode,hospital_type,ownership_type,rating,beds,specialities,source_type,record_nature
HOSP01447,Pioneer Chennai MultiSpeciality Hospital,Chennai,Tamil Nadu,807021,Clinic,Charitable,3.5,75,"Cardiology, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01448,Shree Gangtok MultiSpeciality Hospital,Gangtok,Sikkim,447277,Clinic,Private,3.9,200,"Diagnostics, Pediatrics, Emergency, Nephrology, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01449,Harmony Jabalpur Clinic Unit 2,Jabalpur,Madhya Pradesh,171405,Diagnostic Centre,Private,4.4,20,"Pediatrics, General Medicine, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01450,Nova Noida Hospital,Noida,Uttar Pradesh,578440,Clinic,Charitable,4.3,300,"General Medicine, Orthopedics, Neurology, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01451,Care Hyderabad Health Centre Unit 1,Hyderabad,Telangana,832288,Super Speciality,Private,3.3,75,"Orthopedics, Nephrology, Gynaecology, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01452,Medistar Nashik Super Speciality Hospital,Nashik,Maharashtra,471173,Clinic,Private,3.5,50,"General Medicine, Diagnostics, Pediatrics, Emergency, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01453,Veda Hyderabad Hospital Unit 1,Hyderabad,Telangana,231840,Clinic,Government,3.8,300,"Cardiology, Orthopedics, Oncology, Emergency, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01454,Aarogya Kollam MultiSpeciality Hospital Unit 1,Kollam,Kerala,740840,Diagnostic Centre,Private,3.3,200,"Gynaecology, General Medicine, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01455,Guardian Tirupati Clinic,Tirupati,Andhra Pradesh,657747,Multispeciality,Private,3.4,50,"Nephrology, Cardiology, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01456,City Junagadh Super Speciality Hospital,Junagadh,Gujarat,767611,Clinic,Private,4.7,500,"Cardiology, Oncology, Diagnostics, Nephrology, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01457,Harmony Coimbatore Health Centre,Coimbatore,Tamil Nadu,450895,Super Speciality,Private,4.5,150,"Pediatrics, Diagnostics, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01458,Care Varanasi MultiSpeciality Hospital,Varanasi,Uttar Pradesh,339390,Clinic,Charitable,4.9,150,"Neurology, General Medicine, Cardiology, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01459,City Aizawl MultiSpeciality Hospital,Aizawl,Mizoram,434144,Clinic,Private,4.0,50,"Orthopedics, Pediatrics, Gynaecology, Diagnostics, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01460,Guardian Agra Hospital,Agra,Uttar Pradesh,443291,Diagnostic Centre,Charitable,4.1,30,"Orthopedics, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01461,Sunrise Dehradun Clinic,Dehradun,Uttarakhand,847771,Diagnostic Centre,Charitable,4.1,150,"Oncology, Neurology, Orthopedics, Emergency, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01462,Harmony Gangtok Hospital,Gangtok,Sikkim,573469,Diagnostic Centre,Charitable,3.9,300,"Diagnostics, Pediatrics, Nephrology, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01463,City Saharanpur Super Speciality Hospital Unit 1,Saharanpur,Uttar Pradesh,125776,Clinic,Government,4.3,100,"Neurology, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01464,Crystal Chandigarh MultiSpeciality Hospital Unit 1,Chandigarh,Chandigarh,356724,Diagnostic Centre,Charitable,4.9,30,"Pediatrics, Gynaecology, Diagnostics, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01465,Prime Kanpur Super Speciality Hospital Unit 1,Kanpur,Uttar Pradesh,269762,Diagnostic Centre,Trust,4.5,300,"Orthopedics, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01466,Sanjeevani Haridwar Super Speciality Hospital,Haridwar,Uttarakhand,281576,Diagnostic Centre,Trust,4.2,100,"Pediatrics, Orthopedics, General Medicine, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01467,Harmony Bhagalpur MultiSpeciality Hospital,Bhagalpur,Bihar,627009,Multispeciality,Trust,3.4,500,"Emergency, Diagnostics, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01468,Crystal Agartala Medical Centre,Agartala,Tripura,354845,Diagnostic Centre,Private,4.7,150,"Gynaecology, Oncology, Pediatrics, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01469,Crystal Purnia Medical Centre,Purnia,Bihar,672918,Multispeciality,Private,3.7,150,"Neurology, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01470,Harmony Jammu Hospital,Jammu,Jammu and Kashmir,300574,Super Speciality,Trust,4.6,15,"Orthopedics, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01471,Prime Bhavnagar Medical Centre,Bhavnagar,Gujarat,140732,Super Speciality,Private,4.4,50,"Neurology, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01472,Prime Vijayawada Health Centre,Vijayawada,Andhra Pradesh,259189,Diagnostic Centre,Private,4.8,200,"Emergency, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01473,Care Vijayawada Hospital Unit 1,Vijayawada,Andhra Pradesh,220137,Clinic,Private,4.9,50,"Emergency, General Medicine, Cardiology, Diagnostics, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01474,Care Palakkad Hospital,Palakkad,Kerala,362395,Clinic,Private,4.8,20,"Nephrology, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01475,Pioneer Warangal Clinic,Warangal,Telangana,273146,Diagnostic Centre,Private,4.5,150,"Diagnostics, General Medicine, Pediatrics, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01476,Pioneer Asansol Super Speciality Hospital,Asansol,West Bengal,454622,Super Speciality,Trust,4.3,300,"General Medicine, Cardiology, Emergency, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01477,Lotus Silchar MultiSpeciality Hospital Unit 2,Silchar,Assam,133734,Clinic,Private,3.5,20,"Orthopedics, Emergency, Nephrology, Pediatrics, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01478,Aarogya Kolkata Clinic,Kolkata,West Bengal,347710,Clinic,Trust,4.2,15,"Cardiology, Neurology, Diagnostics, Gynaecology, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01479,Nova Kozhikode Super Speciality Hospital,Kozhikode,Kerala,246083,Multispeciality,Trust,4.0,30,"Diagnostics, Neurology, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01480,Fortune Dhanbad Clinic,Dhanbad,Jharkhand,152277,Multispeciality,Private,4.0,50,"Neurology, Emergency, Cardiology, General Medicine, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01481,Prime Coimbatore Health Centre,Coimbatore,Tamil Nadu,478992,Multispeciality,Government,4.4,100,"Emergency, General Medicine, Diagnostics, Cardiology, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01482,Harmony Faridabad Super Speciality Hospital,Faridabad,Haryana,524462,Super Speciality,Private,4.5,50,"Orthopedics, Cardiology, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01483,Pioneer Kolkata Hospital,Kolkata,West Bengal,479531,Diagnostic Centre,Government,4.5,300,"Pediatrics, Neurology, Nephrology, General Medicine, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01484,Lotus Aurangabad Super Speciality Hospital,Aurangabad,Maharashtra,367854,Super Speciality,Private,4.3,20,"Orthopedics, Cardiology, Oncology, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01485,Lifeline Gurugram Clinic,Gurugram,Haryana,613676,Super Speciality,Trust,3.9,15,"Gynaecology, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01486,Medistar Kozhikode Hospital,Kozhikode,Kerala,846957,Super Speciality,Charitable,3.5,50,"Diagnostics, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01487,Apex Kota Health Centre Unit 1,Kota,Rajasthan,179163,Clinic,Private,4.7,300,"General Medicine, Diagnostics, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01488,Lifeline Thane Super Speciality Hospital Unit 1,Thane,Maharashtra,441762,Diagnostic Centre,Government,4.6,15,"General Medicine, Orthopedics, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01489,Medistar Jalandhar Hospital,Jalandhar,Punjab,516989,Diagnostic Centre,Private,3.8,300,"Neurology, Gynaecology, Emergency, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01490,Veda Hyderabad MultiSpeciality Hospital,Hyderabad,Telangana,451681,Clinic,Private,3.4,15,"Cardiology, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01491,Fortune Mathura Clinic Unit 1,Mathura,Uttar Pradesh,723635,Super Speciality,Trust,3.5,300,"Cardiology, Oncology, Nephrology, Diagnostics, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01492,Sanjeevani Jalandhar MultiSpeciality Hospital,Jalandhar,Punjab,626612,Multispeciality,Private,4.5,200,"Cardiology, Orthopedics, Gynaecology, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01493,Medistar Rewa Health Centre Unit 1,Rewa,Madhya Pradesh,272283,Diagnostic Centre,Private,3.8,75,"General Medicine, Nephrology, Orthopedics, Cardiology, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01494,WellCare Meerut Hospital,Meerut,Uttar Pradesh,403794,Clinic,Private,3.7,100,"Nephrology, Diagnostics, Orthopedics, General Medicine, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01495,City Rajkot Clinic,Rajkot,Gujarat,596378,Multispeciality,Private,3.5,300,"Oncology, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01496,Harmony Rajahmundry Super Speciality Hospital,Rajahmundry,Andhra Pradesh,614527,Diagnostic Centre,Private,4.3,50,"Gynaecology, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01497,Fortune Kolkata MultiSpeciality Hospital Unit 1,Kolkata,West Bengal,573786,Super Speciality,Charitable,4.1,30,"Cardiology, Pediatrics, Oncology, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01498,Lotus Hubballi Super Speciality Hospital,Hubballi,Karnataka,458475,Clinic,Private,3.5,30,"Neurology, Emergency, Diagnostics, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01499,Lotus Dehradun Medical Centre,Dehradun,Uttarakhand,372849,Super Speciality,Charitable,4.0,150,"General Medicine, Nephrology, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01500,Shree Asansol Medical Centre,Asansol,West Bengal,464689,Diagnostic Centre,Charitable,4.7,50,"Emergency, Neurology, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01501,Guardian Navi Mumbai Super Speciality Hospital Unit 1,Navi Mumbai,Maharashtra,562186,Clinic,Private,3.4,300,"Diagnostics, General Medicine, Neurology, Oncology, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01502,Aarogya Kakinada MultiSpeciality Hospital,Kakinada,Andhra Pradesh,837630,Diagnostic Centre,Government,3.6,15,"Oncology, Gynaecology, Pediatrics, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01503,Medistar Indore Hospital Unit 2,Indore,Madhya Pradesh,453275,Clinic,Private,4.2,20,"Neurology, Pediatrics, General Medicine, Orthopedics, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01504,Sanjeevani Thrissur Clinic,Thrissur,Kerala,595883,Diagnostic Centre,Private,4.0,500,"Oncology, Diagnostics, Pediatrics, Cardiology, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01505,City Gangtok Health Centre Unit 1,Gangtok,Sikkim,264312,Multispeciality,Private,4.5,75,"Nephrology, Gynaecology, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01506,Metro Bengaluru Clinic Unit 1,Bengaluru,Karnataka,784722,Clinic,Private,4.4,30,"Nephrology, Cardiology, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01507,City Chennai Clinic,Chennai,Tamil Nadu,236555,Super Speciality,Government,4.0,500,"Cardiology, Neurology, Orthopedics, General Medicine, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01508,Sunrise Gangtok Health Centre,Gangtok,Sikkim,533781,Super Speciality,Private,3.7,300,"General Medicine, Oncology, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01509,Lifeline Dehradun Clinic,Dehradun,Uttarakhand,306273,Multispeciality,Private,4.7,30,"Orthopedics, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01510,Pioneer Shimla Health Centre Unit 1,Shimla,Himachal Pradesh,303342,Multispeciality,Private,4.9,75,"Pediatrics, Nephrology, Cardiology, General Medicine, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01511,Nova Salem Hospital,Salem,Tamil Nadu,336532,Multispeciality,Private,4.7,15,"Neurology, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01512,Lotus Kozhikode Hospital,Kozhikode,Kerala,721638,Super Speciality,Government,4.8,75,"Gynaecology, Orthopedics, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01513,Lotus Solapur Medical Centre,Solapur,Maharashtra,228628,Super Speciality,Charitable,3.8,50,"Orthopedics, Pediatrics, Nephrology, Gynaecology, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01514,Nova Rajahmundry Hospital,Rajahmundry,Andhra Pradesh,450889,Clinic,Charitable,3.3,150,"General Medicine, Orthopedics, Oncology, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01515,Veda Haridwar Health Centre,Haridwar,Uttarakhand,345790,Super Speciality,Private,4.2,500,"Nephrology, Orthopedics, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01516,Sunrise Itanagar Health Centre Unit 2,Itanagar,Arunachal Pradesh,343003,Multispeciality,Private,4.2,150,"General Medicine, Pediatrics, Neurology, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01517,Metro Erode Clinic,Erode,Tamil Nadu,585653,Diagnostic Centre,Private,4.3,30,"Emergency, Pediatrics, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01518,Shree Karimnagar Health Centre,Karimnagar,Telangana,501785,Diagnostic Centre,Private,4.5,500,"Nephrology, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01519,Crystal Srinagar Health Centre,Srinagar,Jammu and Kashmir,491040,Diagnostic Centre,Private,3.2,200,"General Medicine, Orthopedics, Diagnostics, Pediatrics, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01520,Lifeline Davanagere Health Centre,Davanagere,Karnataka,499445,Clinic,Government,3.5,20,"Gynaecology, General Medicine, Pediatrics, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01521,Nova Raipur Health Centre,Raipur,Chhattisgarh,475425,Multispeciality,Government,3.5,30,"Gynaecology, Diagnostics, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01522,Aarogya Lucknow Medical Centre,Lucknow,Uttar Pradesh,793647,Clinic,Private,3.3,100,"Oncology, General Medicine, Cardiology, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01523,Apex Shillong MultiSpeciality Hospital,Shillong,Meghalaya,347017,Super Speciality,Private,4.4,15,"Diagnostics, Emergency, Pediatrics, Oncology, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01524,Veda Vijayawada Medical Centre,Vijayawada,Andhra Pradesh,523259,Clinic,Private,3.5,50,"Diagnostics, Neurology, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01525,Aarogya Jammu Health Centre,Jammu,Jammu and Kashmir,786447,Multispeciality,Private,4.5,300,"Cardiology, Orthopedics, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01526,Harmony Tiruchirappalli Hospital,Tiruchirappalli,Tamil Nadu,737515,Clinic,Trust,3.3,100,"Oncology, Orthopedics, General Medicine, Nephrology, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01527,Apex Varanasi Clinic,Varanasi,Uttar Pradesh,726561,Diagnostic Centre,Private,4.0,75,"Pediatrics, Orthopedics, Cardiology, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01528,WellCare Varanasi Medical Centre,Varanasi,Uttar Pradesh,468506,Super Speciality,Government,4.2,200,"Diagnostics, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01529,Sunrise Gwalior Clinic Unit 3,Gwalior,Madhya Pradesh,500466,Diagnostic Centre,Private,3.6,200,"Neurology, Orthopedics, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01530,Harmony Rewa Clinic,Rewa,Madhya Pradesh,374110,Super Speciality,Private,4.7,150,"Cardiology, Orthopedics, General Medicine, Pediatrics, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01531,Lifeline Noida Clinic,Noida,Uttar Pradesh,801898,Clinic,Private,4.2,30,"Oncology, Orthopedics, Pediatrics, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01532,Shree Rohtak Medical Centre Unit 1,Rohtak,Haryana,481853,Multispeciality,Private,4.4,100,"Oncology, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01533,Harmony Visakhapatnam Medical Centre Unit 1,Visakhapatnam,Andhra Pradesh,359313,Clinic,Private,4.3,75,"Emergency, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01534,Fortune Kanpur Health Centre Unit 1,Kanpur,Uttar Pradesh,243012,Diagnostic Centre,Government,3.6,500,"Pediatrics, Orthopedics, Emergency, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01535,Crystal Bareilly Health Centre,Bareilly,Uttar Pradesh,844436,Clinic,Government,3.6,100,"Diagnostics, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01536,Aarogya Gwalior MultiSpeciality Hospital,Gwalior,Madhya Pradesh,712492,Diagnostic Centre,Private,3.9,150,"Gynaecology, Diagnostics, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01537,Pioneer Ujjain Health Centre,Ujjain,Madhya Pradesh,169937,Diagnostic Centre,Private,3.8,500,"Oncology, Nephrology, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01538,Guardian Gwalior MultiSpeciality Hospital,Gwalior,Madhya Pradesh,486730,Multispeciality,Charitable,3.8,300,"Emergency, Orthopedics, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01539,Guardian Pune Super Speciality Hospital,Pune,Maharashtra,642588,Diagnostic Centre,Private,4.5,15,"Neurology, Nephrology, Orthopedics, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01540,Pioneer Navi Mumbai Medical Centre Unit 1,Navi Mumbai,Maharashtra,501363,Super Speciality,Private,3.6,100,"Diagnostics, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01541,Sunrise Aligarh Health Centre,Aligarh,Uttar Pradesh,221453,Clinic,Private,4.7,15,"Oncology, Neurology, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01542,Prime Faridabad Clinic Unit 1,Faridabad,Haryana,299038,Clinic,Government,3.5,75,"Cardiology, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01543,Sunrise Jalandhar Medical Centre,Jalandhar,Punjab,732877,Super Speciality,Private,4.2,30,"General Medicine, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01544,WellCare Chennai Medical Centre Unit 2,Chennai,Tamil Nadu,385017,Diagnostic Centre,Private,3.9,15,"General Medicine, Oncology, Neurology, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01545,Sunrise Coimbatore Hospital Unit 2,Coimbatore,Tamil Nadu,352850,Diagnostic Centre,Trust,4.3,15,"General Medicine, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01546,Pioneer Purnia Medical Centre,Purnia,Bihar,296266,Clinic,Private,3.5,500,"Orthopedics, Pediatrics, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01547,City Bareilly Hospital Unit 1,Bareilly,Uttar Pradesh,550268,Clinic,Private,3.2,15,"Emergency, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01548,Lotus Guwahati Clinic,Guwahati,Assam,828367,Multispeciality,Private,3.7,20,"General Medicine, Nephrology, Neurology, Emergency, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01549,WellCare Kannur MultiSpeciality Hospital,Kannur,Kerala,120825,Clinic,Government,4.4,100,"Diagnostics, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01550,Apex Hubballi Clinic,Hubballi,Karnataka,556286,Clinic,Private,3.9,200,"Gynaecology, Cardiology, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01551,Shree Durgapur Clinic,Durgapur,West Bengal,381556,Multispeciality,Private,4.8,500,"Cardiology, Neurology, Pediatrics, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01552,Shree Guntur Super Speciality Hospital,Guntur,Andhra Pradesh,231954,Multispeciality,Private,3.7,75,"Nephrology, Orthopedics, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01553,Fortune Kanpur Super Speciality Hospital Unit 1,Kanpur,Uttar Pradesh,143184,Diagnostic Centre,Private,4.0,150,"Gynaecology, Pediatrics, Emergency, Cardiology, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01554,Care Nashik MultiSpeciality Hospital,Nashik,Maharashtra,214949,Diagnostic Centre,Trust,4.0,100,"General Medicine, Cardiology, Nephrology, Pediatrics, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01555,Pioneer Nagpur Medical Centre Unit 1,Nagpur,Maharashtra,410974,Clinic,Private,3.5,30,"Nephrology, Pediatrics, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01556,Harmony Durgapur Hospital,Durgapur,West Bengal,461526,Diagnostic Centre,Private,3.7,150,"Emergency, Neurology, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01557,Lotus Bengaluru Health Centre,Bengaluru,Karnataka,497683,Multispeciality,Private,4.7,300,"Neurology, Orthopedics, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01558,Nova Madurai Health Centre,Madurai,Tamil Nadu,650770,Multispeciality,Private,4.0,50,"Pediatrics, Cardiology, General Medicine, Nephrology, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01559,Sanjeevani Haridwar Medical Centre,Haridwar,Uttarakhand,292852,Super Speciality,Government,3.7,75,"Neurology, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01560,Apex Howrah MultiSpeciality Hospital Unit 1,Howrah,West Bengal,610125,Multispeciality,Trust,3.3,50,"Pediatrics, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01561,Care Madurai MultiSpeciality Hospital Unit 2,Madurai,Tamil Nadu,417862,Diagnostic Centre,Trust,4.3,20,"Nephrology, Emergency, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01562,Harmony Thrissur Medical Centre Unit 1,Thrissur,Kerala,678572,Diagnostic Centre,Private,4.4,20,"Oncology, Neurology, Pediatrics, Gynaecology, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01563,Metro Pune Super Speciality Hospital Unit 1,Pune,Maharashtra,495607,Diagnostic Centre,Trust,3.9,20,"Cardiology, Emergency, Oncology, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01564,Crystal Gurugram Super Speciality Hospital Unit 1,Gurugram,Haryana,839577,Multispeciality,Charitable,3.5,200,"Diagnostics, Cardiology, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP01565,Crystal Rewa MultiSpeciality Hospital,Rewa,Madhya Pradesh,513764,Super Speciality,Private,4.0,300,"Pediatrics, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
