package_code,procedure_name,speciality,package_rate,category,level_of_care
MO016,Docetaxel + Cisplatin + Xeloda,Medical Oncology,19700,Unknown,Tertiary
MO016,Docetaxel + Oxaliplatin + 5 FU,Medical Oncology,20400,Unknown,Tertiary
MO016,Docetaxel + Oxaliplatin + Xeloda,Medical Oncology,24900,Unknown,Tertiary
MO016,Folfiri,Medical Oncology,8700,Unknown,Tertiary
MO016,Folfox,Medical Oncology,11100,Unknown,Tertiary
MO016,Paclitaxel,Medical Oncology,5800,Unknown,Tertiary
MO017,Doxorubicin,Medical Oncology,10000,Unknown,Tertiary
MO017,Sorafenib,Medical Oncology,7400,Unknown,Tertiary
MO018,Gemcitabine + Nanopaclitaxel,Medical Oncology,23500,Unknown,Tertiary
MO018,Gemcitabine,Medical Oncology,9000,Unknown,Tertiary
MO018,Folfirinox,Medical Oncology,15500,Unknown,Tertiary
MO018,Capecitabine,Medical Oncology,7400,Unknown,Tertiary
MO018,Capecitabine + Gemcitabine,Medical Oncology,31500,Unknown,Tertiary
MO019,Capecitabine,Medical Oncology,7300,Unknown,Tertiary
MO019,Cisplatin + Gemcitabine,Medical Oncology,10900,Unknown,Tertiary
MO019,Folfiri,Medical Oncology,8900,Unknown,Tertiary
MO019,Gemcitabine,Medical Oncology,9000,Unknown,Tertiary
MO019,Gemcitabine,Medical Oncology,8900,Unknown,Tertiary
MO019,Oxaliplatin + Gemcitabine,Medical Oncology,17100,Unknown,Tertiary
MO019,CAPIRI,Medical Oncology,12600,Unknown,Tertiary
MO019,Folfox,Medical Oncology,11300,Unknown,Tertiary
MO020,Imatinib,Medical Oncology,19400,Unknown,Tertiary
MO020,Sunitinib,Medical Oncology,24400,Unknown,Tertiary
MO021,Temozolamide,Medical Oncology,13000,Unknown,Tertiary
MO021,Temozolamide,Medical Oncology,67600,Unknown,Tertiary
MO022,Gemcitabine + Cisplatin,Medical Oncology,11100,Unknown,Tertiary
MO022,Pemetrexed + Cisplatin,Medical Oncology,9200,Unknown,Tertiary
MO022,Pemetrexed + Carboplatin,Medical Oncology,10000,Unknown,Tertiary
MO023,Cisplatin + Etoposide,Medical Oncology,5300,Unknown,Tertiary
MO023,Cisplatin + Adriamycin,Medical Oncology,5000,Unknown,Tertiary
MO024,Cisplatin + Docetaxel,Medical Oncology,12400,Unknown,Tertiary
MO024,Cisplatin,Medical Oncology,9800,Unknown,Tertiary
MO024,Carboplatin + Gemcitabine,Medical Oncology,14300,Unknown,Tertiary
MO024,Docetaxel + Cisplatin + 5 FU,Medical Oncology,16500,Unknown,Tertiary
MO024,Docetaxel,Medical Oncology,15000,Unknown,Tertiary
MO024,Docetaxel,Medical Oncology,14400,Unknown,Tertiary
MO024,Etoposide + Carboplatin,Medical Oncology,7100,Unknown,Tertiary
MO024,Etoposide + Cisplatin,Medical Oncology,9200,Unknown,Tertiary
MO024,Gemcitabine,Medical Oncology,9200,Unknown,Tertiary
MO024,Gemcitabine + Cisplatin,Medical Oncology,11100,Unknown,Tertiary
MO024,Paclitaxel + Carboplatin,Medical Oncology,7700,Unknown,Tertiary
MO024,Paclitaxel + Carboplatin,Medical Oncology,15100,Unknown,Tertiary
MO024,Paclitaxel,Medical Oncology,5700,Unknown,Tertiary
MO024,Paclitaxel,Medical Oncology,12200,Unknown,Tertiary
MO024,Carboplatin,Medical Oncology,2400,Unknown,Tertiary
MO024,Cisplatin,Medical Oncology,2200,Unknown,Tertiary
MO025,Sunitinib,Medical Oncology,26400,Unknown,Tertiary
MO026,Cisplatin + Methotrexate + Vinblastin,Medical Oncology,6000,Unknown,Tertiary
MO026,Carboplatin + Gemcitabine,Medical Oncology,14300,Unknown,Tertiary
MO026,Cisplatin + Gemcitabine,Medical Oncology,11100,Unknown,Tertiary
MO026,Cisplatin + 5 FU,Medical Oncology,7800,Unknown,Tertiary
MO026,Cisplatin + Paclitaxel,Medical Oncology,13500,Unknown,Tertiary
MO026,Docetaxel,Medical Oncology,14400,Unknown,Tertiary
MO026,Gemcitabine + Paclitaxel,Medical Oncology,17500,Unknown,Tertiary
MO026,Gemcitabine,Medical Oncology,9200,Unknown,Tertiary
MO026,Methotrexate + Vinblastin + Doxorubicin + Cisplati,Medical Oncology,6600,Unknown,Tertiary
MO026,Paclitaxel + Carboplatin,Medical Oncology,15100,Unknown,Tertiary
MO026,Paclitaxel,Medical Oncology,5700,Unknown,Tertiary
MO027,Cisplatin + Paclitaxel,Medical Oncology,13500,Unknown,Tertiary
MO027,5 FU + Cisplatin,Medical Oncology,7800,Unknown,Tertiary
MO027,Capecitabine,Medical Oncology,7400,Unknown,Tertiary
MO027,Paclitaxel + Carboplatin,Medical Oncology,15100,Unknown,Tertiary
MO027,Paclitaxel,Medical Oncology,5700,Unknown,Tertiary
MO027,Paclitaxel,Medical Oncology,12200,Unknown,Tertiary
MO027,Paclitaxel + Carboplatin,Medical Oncology,7900,Unknown,Tertiary
MO028,Docetaxel,Medical Oncology,11700,Unknown,Tertiary
MO028,Docetaxel,Medical Oncology,14100,Unknown,Tertiary
MO028,Etoposide + Carboplatin,Medical Oncology,7100,Unknown,Tertiary
MO028,LHRH Agonist,Medical Oncology,15300,Unknown,Tertiary
MO028,Mitoxantrone + Prednisolone,Medical Oncology,4200,Unknown,Tertiary
MO028,Paclitaxel + Carboplatin,Medical Oncology,7700,Unknown,Tertiary
MO028,Paclitaxel + Carboplatin,Medical Oncology,15100,Unknown,Tertiary
MO028,Docetaxel,Medical Oncology,14700,Unknown,Tertiary
MO029,R - CEOP,Medical Oncology,26200,Unknown,Tertiary
MO029,R - CHOP,Medical Oncology,27000,Unknown,Tertiary
MO030,Rituxmab + Dexamethasone + High Dose Cytarabine + Cisplatin,Medical Oncology,34900,Unknown,Tertiary
MO031,GDP - R,Medical Oncology,35300,Unknown,Tertiary
MO031,ICE - R,Medical Oncology,31900,Unknown,Tertiary
MO032,EPOCH,Medical Oncology,31700,Unknown,Tertiary
MO033,Codox - M - IVAC / GMALL / BFM / Hyper CVAD,Medical Oncology,34500,Unknown,Tertiary
MO034,Bendamustine + Rituximab,Medical Oncology,30700,Unknown,Tertiary
MO034,Lenalidomide + Rituximab,Medical Oncology,27500,Unknown,Tertiary
MO035,Rituximab,Medical Oncology,24800,Unknown,Tertiary
MO035,Rituximab + Cyclophosphamide + Vincristine + Prednisolone,Medical Oncology,25800,Unknown,Tertiary
MO036,Fludarabine + Cyclophosphamide,Medical Oncology,18100,Unknown,Tertiary
MO036,Rituxmab + Chlorambucil,Medical Oncology,24900,Unknown,Tertiary
MO036,Rituximab + Fludarabine + Cyclophosphamide,Medical Oncology,40700,Unknown,Tertiary
MO036,Lenalidomide,Medical Oncology,4800,Unknown,Tertiary
MO037,CHOEP,Medical Oncology,5000,Unknown,Tertiary
MO037,CHOP,Medical Oncology,4000,Unknown,Tertiary
MO037,SMILE,Medical Oncology,19300,Unknown,Tertiary
MO038,GELOX,Medical Oncology,18900,Unknown,Tertiary
MO038,LVP,Medical Oncology,7600,Unknown,Tertiary
MO039,COPP,Medical Oncology,3600,Unknown,Tertiary
MO039,ABVD,Medical Oncology,10200,Unknown,Tertiary
MO039,AEVD,Medical Oncology,10200,Unknown,Tertiary
MO040,ICE,Medical Oncology,9700,Unknown,Tertiary
MO040,MINE,Medical Oncology,9700,Unknown,Tertiary
MO040,PTCL - GDP,Medical Oncology,12500,Unknown,Tertiary
MO041,DHAP,Medical Oncology,11500,Unknown,Tertiary
MO042,LD,Medical Oncology,6000,Unknown,Tertiary
MO042,POM DEX,Medical Oncology,6800,Unknown,Tertiary
MO043,CTD,Medical Oncology,4000,Unknown,Tertiary
MO043,MPT,Medical Oncology,4100,Unknown,Tertiary
MO043,VCD,Medical Oncology,14600,Unknown,Tertiary
MO043,VD,Medical Oncology,13300,Unknown,Tertiary
MO043,VMP,Medical Oncology,12600,Unknown,Tertiary
MO043,VRD,Medical Oncology,17800,Unknown,Tertiary
MO043,VTD,Medical Oncology,15000,Unknown,Tertiary
MO044,Imatinib,Medical Oncology,19400,Unknown,Tertiary
MO045,Hydroxurea,Medical Oncology,2200,Unknown,Tertiary
MO046,Consolidation,Medical Oncology,60000,Unknown,Tertiary
MO046,Induction,Medical Oncology,96000,Unknown,Tertiary
MO047,"Consolidation (Phase II, CNS Therapy Reinduction)",Medical Oncology,160000,Unknown,Tertiary
MO047,Induction,Medical Oncology,80000,Unknown,Tertiary
MO047,Maintenance,Medical Oncology,4000,Unknown,Tertiary
MO048,"Consolidation (Phase II, CNS Therapy Reinduction)",Medical Oncology,160000,Unknown,Tertiary
MO048,Induction,Medical Oncology,80000,Unknown,Tertiary
MO048,Maintenance,Medical Oncology,4000,Unknown,Tertiary
MO049,High Risk Consolidation,Medical Oncology,32000,Unknown,Tertiary
MO049,High Risk Induction,Medical Oncology,96000,Unknown,Tertiary
MO049,High Risk Maintenance,Medical Oncology,8000,Unknown,Tertiary
MO050,Low Risk Consolidation,Medical Oncology,12000,Unknown,Tertiary
MO050,Low Risk Induction,Medical Oncology,80000,Unknown,Tertiary
MO051,First Line Antibiotics,Medical Oncology,28000,Unknown,Tertiary
MO051,Second Line Antibiotics and Antifungals,Medical Oncology,60000,Unknown,Tertiary
MO052,Chemotherapy Complications - Tumor Lysis Syndrome,Medical Oncology,24000,Unknown,Tertiary
MO053,Granulocyte Colony Stimulating Factor Use,Medical Oncology,12800,Unknown,Tertiary
MO054,Langerhans Cell Histiocytosis (Histiocytosis Protocol - Induction),Medical Oncology,22400,Unknown,Tertiary
MO054,Langerhans Cell Histiocytosis (Histiocytosis Protocol - Maintenance),Medical Oncology,17000,Unknown,Tertiary
MO055,Vincristine + Carboplatin,Medical Oncology,5600,Unknown,Tertiary
MO055,Vinblastin,Medical Oncology,1900,Unknown,Tertiary
MO056,PACKER,Medical Oncology,4900,Unknown,Tertiary
MO056,CET,Medical Oncology,8300,Unknown,Tertiary
MO057,Cabroplatin + Etoposide + Cyclophosphamide + Doxorubicin,Medical Oncology,7900,Unknown,Tertiary
MO057,RAPID COJEC,Medical Oncology,6800,Unknown,Tertiary
MO057,RETINOID,Medical Oncology,2000,Unknown,Tertiary
MO058,JOE / COPE,Medical Oncology,7100,Unknown,Tertiary
MO059,VCD,Medical Oncology,4800,Unknown,Tertiary
MO059,VIE,Medical Oncology,16200,Unknown,Tertiary
MO060,VTC + VAC,Medical Oncology,12200,Unknown,Tertiary
MO061,VINC + ACTIN. D,Medical Oncology,3000,Unknown,Tertiary
MO061,VINC + ACTIN. D + DOX,Medical Oncology,4200,Unknown,Tertiary
MO061,Cyclo + Dox + Etop + Vinc + Actino . D,Medical Oncology,12300,Unknown,Tertiary
MO062,"Consolidation (Phase II, CNS Therapy Reinduction)",Medical Oncology,208600,Unknown,Tertiary
MO062,Induction,Medical Oncology,72000,Unknown,Tertiary
MO062,Maintenance,Medical Oncology,2500,Unknown,Tertiary
MO063,"Consolidation (Phase II, CNS Therapy Reinduction)",Medical Oncology,208600,Unknown,Tertiary
MO063,Induction,Medical Oncology,72000,Unknown,Tertiary
MO063,Maintenance,Medical Oncology,2500,Unknown,Tertiary
MO064,Consolidation - High Dose Cytarabine,Medical Oncology,57600,Unknown,Tertiary
MO064,Induction,Medical Oncology,94400,Unknown,Tertiary
MO064,Induction,Medical Oncology,92800,Unknown,Tertiary
MO065,Consolidation,Medical Oncology,36800,Unknown,Tertiary
MO065,Induction,Medical Oncology,97600,Unknown,Tertiary
MO065,Maintenance,Medical Oncology,39300,Unknown,Tertiary
MO066,COPDAC,Medical Oncology,7800,Unknown,Tertiary
MO066,OPEA,Medical Oncology,13000,Unknown,Tertiary
MO067,ICE,Medical Oncology,21500,Unknown,Tertiary
MO067,DECA,Medical Oncology,17800,Unknown,Tertiary
MO067,IGVD,Medical Oncology,34000,Unknown,Tertiary
MO068,LMB 89 - 96 - Consolidation,Medical Oncology,33500,Unknown,Tertiary
MO068,LMB 89 - 96 - Induction - COPADAM,Medical Oncology,33100,Unknown,Tertiary
MO068,LMB 89 - 96 - Maintenance,Medical Oncology,15400,Unknown,Tertiary
MO068,MCP - 842,Medical Oncology,13200,Unknown,Tertiary
MO069,PEDIATRIC-GCT/JEB,Medical Oncology,10000,Unknown,Tertiary
MO070,Carboplatin + Cisplatin + Doxorubicin,Medical Oncology,4900,Unknown,Tertiary
MO070,Cisplatin,Medical Oncology,5600,Unknown,Tertiary
MO071,Docetaxel,Medical Oncology,16200,Unknown,Tertiary
MO071,Erlotinib,Medical Oncology,13000,Unknown,Tertiary
MO071,Gefitnib,Medical Oncology,11000,Unknown,Tertiary
MO071,Paclitaxel + Carboplatin,Medical Oncology,15100,Unknown,Tertiary
MO071,Pemetrexed + Carboplatin,Medical Oncology,10000,Unknown,Tertiary
MO071,Topotecan,Medical Oncology,24600,Unknown,Tertiary
MO071,Docetaxel,Medical Oncology,14600,Unknown,Tertiary
MO071,Etoposide + Carboplatin,Medical Oncology,7100,Unknown,Tertiary
MO071,Etoposide + Cisplatin,Medical Oncology,5500,Unknown,Tertiary
MO071,Gemcitabine,Medical Oncology,8900,Unknown,Tertiary
MO071,Gemcitabine + Carboplatin,Medical Oncology,14300,Unknown,Tertiary
MO071,Gemcitabine + Cisplatin,Medical Oncology,11100,Unknown,Tertiary
MO071,Paclitaxel,Medical Oncology,5800,Unknown,Tertiary
MO071,Paclitaxel,Medical Oncology,12000,Unknown,Tertiary
MO071,Paclitaxel + Carboplatin,Medical Oncology,7900,Unknown,Tertiary
MO071,Paclitaxel + Cisplatin,Medical Oncology,13500,Unknown,Tertiary
MO071,Pemetrexed + Cisplatin,Medical Oncology,9200,Unknown,Tertiary
MO071,Pemetrexed,Medical Oncology,7600,Unknown,Tertiary
MO071,Vinorelbine + Carboplatin,Medical Oncology,22800,Unknown,Tertiary
MO071,Vinorelbine + Cisplatin,Medical Oncology,20600,Unknown,Tertiary
MP001,Febrile seizures,Pediatric Medical Management,1800,Medical,Tertiary
MP001,Flury of seizures,Pediatric Medical Management,1800,Unknown,Tertiary
MP001,Neurocysticercosis,"Pediatric Medical Management, General Medicine",1800,Medical,Tertiary
MP001,Epilepsy,Pediatric Medical Management,1800,Unknown,Tertiary
MP002,Epileptic encephalopathy,"Pediatric Medical Management, General Medicine",1800,Medical,Tertiary
MP003,Infectious - uncomplicated,"Pediatric Medical Management, General Medicine",1800,Medical,Tertiary
MP003,Immune-mediated - uncomplicated,"Pediatric Medical Management, General Medicine",1800,Medical,Tertiary
MP004,Acute encephalitis syndrome,"Pediatric Medical Management, General Medicine",1800,Medical,Tertiary
MP005,Acute meningo encephalitis,"Pediatric Medical Management, General Medicine",1800,Medical,Tertiary
MP005,Aseptic meningitis,Pediatric Medical Management,1800,Medical,Tertiary
MP005,Febrile encephalopathy,"Pediatric Medical Management, General Medicine",1800,Medical,Tertiary
MP005,Hypertensive encehalopathy,Pediatric Medical Management,1800,Medical,Tertiary
MP005,Metabolic encephalopathy,"Pediatric Medical Management, General Medicine",1800,Medical,Tertiary
MP005,Hepatic encephalopathy,"Pediatric Medical Management, General Medicine",1800,Medical,Tertiary
MP005,Brain abcess,Pediatric Medical Management,1800,Unknown,Tertiary
MP006,Chronic meningitis,"Pediatric Medical Management, General Medicine",1800,Medical,Tertiary
MP006,Partially treated pyogenic meningitis,"Pediatric Medical Management, General Medicine",1800,Medical,Tertiary
MP006,Neuro tuberculosis,"Pediatric Medical Management, General Medicine",1800,Medical,Tertiary
MP006,Complicated bacterial meningitis,"Pediatric Medical Management, General Medicine",1800,Medical,Tertiary
MP006,Acute meningitis,"Pediatric Medical Management, General Medicine",1800,Medical,Tertiary
MP007,Optic neuritis,"Pediatric Medical Management, General Medicine",1800,Medical,Tertiary
MP008,After Decompressive craniotomy / After Shunt procedure / After other emergency neuro surgical procedures / For ICP monitoring,Pediatric Medical Management,1800,Medical,Tertiary
MP009,Intracranial hemorrhage,Pediatric Medical Management,1800,Medical,Tertiary
MP010,Intracranial space occupying lesion,"Pediatric Medical Management, General Medicine",1800,Medical,Tertiary
MP011,Intracranial ring enhancing lesion with complication (tuberculoma),"Pediatric Medical Management, General Medicine",1800,Medical,Tertiary
MP012,Cerebral herniation,"Pediatric Medical Management, General Medicine",1800,Medical,Tertiary
MP013,Acute neuroregression / Acute worsening in neuro metabolic and neurodegenerative conditions,"Pediatric Medical Management, General Medicine",1800,Medical,Tertiary
MP014,Acute demyelinating myelopathy,"Pediatric Medical Management, General Medicine",1800,Medical,Tertiary
MP015,Juvenile myasthenia,Pediatric Medical Management,1800,Medical,Tertiary
MP016,Acute ataxia,Pediatric Medical Management,1800,Medical,Tertiary
MP017,Acute ischemic stroke,"Pediatric Medical Management, General Medicine",1800,Medical,Tertiary
MP018,Wheezing,Pediatric Medical Management,1800,Medical,Tertiary
MP019,Chronic cough,Pediatric Medical Management,1800,Medical,Tertiary
MP020,Acute urticaria,"Pediatric Medical Management, General Medicine",1800,Medical,Tertiary
MP020,Anaphylaxis acute asthma,"Pediatric Medical Management, General Medicine",1800,Medical,Tertiary
MP021,Acute abdomen,Pediatric Medical Management,1800,Medical,Tertiary
MP022,Celiac disease,"Pediatric Medical Management, General Medicine",1800,Medical,Tertiary
MP023,Unexplained hepatosplenomegaly,"Pediatric Medical Management, General Medicine",1800,Medical,Tertiary
MP024,Infantile cholestasis,Pediatric Medical Management,1800,Medical,Tertiary
MP025,Acute glomerulonephritis,"Pediatric Medical Management, General Medicine",1800,Medical,Tertiary
MP026,Nephrotic syndrome with peritonitis,"Pediatric Medical Management, General Medicine",1800,Medical,Tertiary
MP027,Haemolytic uremic syndrome,"Pediatric Medical Management, General Medicine",1800,Medical,Tertiary
MP028,CRRT,Pediatric Medical Management,8000,Medical,Tertiary
MP029,Global developmental delay,Pediatric Medical Management,1800,Medical,Tertiary
MP029,Intellectual disability of unknown etiology,Pediatric Medical Management,1800,Medical,Tertiary
MP030,Rickets - requiring admission for Work Up,Pediatric Medical Management,1800,Medical,Tertiary
MP031,Acute severe malnutrition,Pediatric Medical Management,1800,Medical,Tertiary
MP032,Developmental and behavioral disorders,Pediatric Medical Management,1800,Medical,Tertiary
MP033,Short stature,Pediatric Medical Management,1800,Medical,Tertiary
MP034,Dysmorphic children,Pediatric Medical Management,1800,Medical,Tertiary
MP035,Floppy infant,Pediatric Medical Management,1800,Medical,Tertiary
MP036,Inborn errors of metabolism,Pediatric Medical Management,1800,Medical,Tertiary
MP037,Wilson’s disease,Pediatric Medical Management,1800,Medical,Tertiary
MP038,Rheumatoid arthritis,"Pediatric Medical Management, General Medicine",1800,Medical,Tertiary
MP039,Rheumatic fever,"Pediatric Medical Management, General Medicine",1800,Medical,Tertiary
MP040,Cyanotic spells,Pediatric Medical Management,1800,Medical,Tertiary
MP040,Cyanotic spells with CHD,Pediatric Medical Management,1800,Medical,Tertiary
MP040,Cyanotic spells with Chest infection,Pediatric Medical Management,1800,Medical,Tertiary
MP040,Cyanotic spells with Sepsis,Pediatric Medical Management,1800,Medical,Tertiary
MP041,Immune haemolytic anemia,Pediatric Medical Management,1800,Medical,Tertiary
MP042,Idiopathic Thrombocytopenic Purpura,"Pediatric Medical Management, General Medicine",1800,Medical,Tertiary
MP043,Kawasaki Disease,Pediatric Medical Management,1800,Medical,Tertiary
MP044,Steven Johnson syndrome,"Pediatric Medical Management, General Medicine",1800,Medical,Tertiary
MP045,Trauma,Pediatric Medical Management,1800,Medical,Tertiary
MP046,Ketogenic diet initiation in refractory epilepsy,"Pediatric Medical Management, General Medicine",1800,Medical,Tertiary
MR001,Radical,Radiation Oncology,11000,Unknown,Tertiary
MR001,Adjuvant,Radiation Oncology,11000,Unknown,Tertiary
MR001,Neoadjuvant,Radiation Oncology,11000,Unknown,Tertiary
MR002,Palliative,Radiation Oncology,10000,Unknown,Tertiary
MR003,Radical,Radiation Oncology,20000,Medical,Tertiary
MR003,Adjuvant,Radiation Oncology,20000,Medical,Tertiary
MR003,Neoadjuvant,Radiation Oncology,20000,Medical,Tertiary
MR004,Radical,Radiation Oncology,21000,Medical,Tertiary
MR004,Adjuvant,Radiation Oncology,21000,Medical,Tertiary
MR004,Neoadjuvant,Radiation Oncology,21000,Medical,Tertiary
MR005,Radical,Radiation Oncology,40000,Medical,Tertiary
MR005,Adjuvant,Radiation Oncology,40000,Medical,Tertiary
MR005,Neoadjuvant,Radiation Oncology,40000,Medical,Tertiary
MR006,Radical,Radiation Oncology,70000,Medical,Tertiary
MR006,Adjuvant,Radiation Oncology,70000,Medical,Tertiary
MR006,Neoadjuvant,Radiation Oncology,70000,Medical,Tertiary
MR007,Radical,Radiation Oncology,42000,Medical,Tertiary
MR007,Adjuvant,Radiation Oncology,42000,Medical,Tertiary
MR007,Neoadjuvant,Radiation Oncology,42000,Medical,Tertiary
MR008,Radical,Radiation Oncology,90000,Medical,Tertiary
MR008,Adjuvant,Radiation Oncology,90000,Medical,Tertiary
MR008,Neoadjuvant,Radiation Oncology,90000,Medical,Tertiary
MR009,Radical,Radiation Oncology,55000,Medical,Tertiary
MR009,Adjuvant,Radiation Oncology,55000,Medical,Tertiary
MR009,Neoadjuvant,Radiation Oncology,55000,Medical,Tertiary
MR010,SRT / SBRT with IGRT (Stereotacatic radiotherapy),Radiation Oncology,82000,Medical,Tertiary
MR011,SRS with IGRT (Stereotacatic radiotherapy),Radiation Oncology,70000,Medical,Tertiary
MR012,Respiratory Gating along with Linear Accelerator planning,Radiation Oncology,65000,Medical,Tertiary
MR013,Intracavitory,Radiation Oncology,3500,Medical,Tertiary
MR013,Intraluminal,Radiation Oncology,3500,Medical,Tertiary
MR013,Endobiliary,Radiation Oncology,3500,Unknown,Tertiary
MR013,Endobronchial,Radiation Oncology,3500,Unknown,Tertiary
MR013,CVS,Radiation Oncology,3500,Unknown,Tertiary
MR014,Interstitial,Radiation Oncology,42000,Medical,Tertiary
MR014,Surface Mould,Radiation Oncology,42000,Medical,Tertiary
SB001,Fracture - Conservative Management - Without plaster,"Orthopedics, Emergency Room Packages",2000,Unknown,Tertiary
SB002,Skeletal Tractions with pin,Orthopedics,2000,Surgical,Tertiary
SB002,Skin Traction,Orthopedics,700,Surgical,Tertiary
SB003,Upper Limbs,Orthopedics,3000,Surgical,Tertiary
SB003,Lower Limbs,Orthopedics,3000,Surgical,Tertiary
SB004,Spikas,Orthopedics,3500,Surgical,Tertiary
SB004,Jackets,Orthopedics,3500,Surgical,Tertiary
SB005,Long bone,Orthopedics,14000,Surgical,Tertiary
SB005,Small bone,Orthopedics,9500,Surgical,Tertiary
SB005,Pelvis,Orthopedics,14000,Surgical,Tertiary
SB005,Both bones - forearms,Orthopedics,15000,Surgical,Tertiary
SB006,Percutaneous - Fixation of Fracture,Orthopedics,3000,Surgical,Tertiary
SB007,Femur,Orthopedics,11000,Unknown,Tertiary
SB007,Humerus,Orthopedics,11000,Unknown,Tertiary
SB007,Forearm,Orthopedics,11000,Unknown,Tertiary
SB008,Internal Fixation of Small Bones,Orthopedics,8500,Surgical,Tertiary
SB009,Fracture - Long Bones - Metaphyseal - ORIF,Orthopedics,12700,Surgical,Tertiary
SB010,Open Reduction Internal Fixation,Orthopedics,14900,Surgical,Tertiary
SB010,Closed Reduction & Fixation,Orthopedics,18000,Surgical,Tertiary
SB011,Plating,Orthopedics,11800,Surgical,Tertiary
SB012,Fixation,Orthopedics,10000,Surgical,Tertiary
SB012,Excision,Orthopedics,9200,Surgical,Tertiary
SB013,Fracture - Single Bone - Forearm - ORIF - Plating / Nailing,Orthopedics,8900,Surgical,Tertiary
SB014,Fracture - Both Bones - Forearm - ORIF - Plating / Nailing,Orthopedics,12700,Surgical,Tertiary
SB015,Lateral Condyle,Orthopedics,8500,Surgical,Tertiary
SB015,Medial Condyle,Orthopedics,8500,Surgical,Tertiary
SB016,Fracture intercondylar Humerus + olecranon osteotomy,Orthopedics,15100,Surgical,Tertiary
SB017,Open Reduction Internal Fixation,Orthopedics,17000,Surgical,Tertiary
SB018,Single Approach,Orthopedics,28000,Surgical,Tertiary
SB018,Combined Approach,Orthopedics,33500,Surgical,Tertiary
SB019,Closed Reduction and Percutaneous Screw Fixation,Orthopedics,10000,Surgical,Tertiary
SB019,Intertrochanteric Fracture with Dynamic Hip Screw,Orthopedics,15800,Surgical,Tertiary
SB019,Intertrochanteric Fracture with Proximal Femoral Nail,Orthopedics,16100,Surgical,Tertiary
SB020,Open Reduction Internal Fixation,Orthopedics,14000,Surgical,Tertiary
SB021,Cervical spine fixation including odontoid,Orthopedics,20000,Unknown,Tertiary
SB022,Anterior,Orthopedics,40000,Unknown,Tertiary
SB022,Posterior,Orthopedics,30000,Unknown,Tertiary
SB023,Bone grafting for Non union,Orthopedics,10000,Surgical,Tertiary
SB024,Arthorotomy of any joint,Orthopedics,14000,Surgical,Tertiary
SB025,Elbow,Orthopedics,15000,Surgical,Tertiary
SB025,Knee,Orthopedics,15000,Surgical,Tertiary
SB025,Ankle,Orthopedics,15000,Surgical,Tertiary
SB026,Ankle / Triple with implant,Orthopedics,15000,Surgical,Tertiary
SB026,Shoulder,Orthopedics,15000,Surgical,Tertiary
SB026,Wrist,Orthopedics,15000,Surgical,Tertiary
SB026,Knee,Orthopedics,15000,Surgical,Tertiary
SB026,Hand,"Orthopedics, Surgical Oncology",27000,Surgical,Tertiary
SB026,Foot,"Orthopedics, Surgical Oncology",27000,Unknown,Tertiary
SB026,Ankle / Triple without implant,Orthopedics,15000,Surgical,Tertiary
SB027,Hind quarter,Orthopedics,25000,Surgical,Tertiary
SB027,Fore quarter,Orthopedics,25000,Surgical,Tertiary
SB028,Hip,Orthopedics,7400,Surgical,Tertiary
SB028,Shoulder,Orthopedics,5500,Surgical,Tertiary
SB028,Elbow,Orthopedics,5500,Surgical,Tertiary
SB028,Knee,Orthopedics,5500,Surgical,Tertiary
SB029,Open Reduction of Small Joint,Orthopedics,8500,Surgical,Tertiary
SB030,Tension Band Wiring,Orthopedics,13000,Surgical,Tertiary
SB031,Unipolar,Orthopedics,15000,Surgical,Tertiary
SB031,Bipolar (Non - Modular),Orthopedics,15000,Surgical,Tertiary
SB031,Bipolar (Modular),Orthopedics,15000,Surgical,Tertiary
SB032,Rockwood Type - I,Orthopedics,20500,Surgical,Tertiary
SB032,Rockwood Type - II,Orthopedics,20500,Surgical,Tertiary
SB032,Rockwood Type - III,Orthopedics,20500,Surgical,Tertiary
SB032,Rockwood Type - IV,Orthopedics,20500,Surgical,Tertiary
SB032,Rockwood Type - V,Orthopedics,20500,Surgical,Tertiary
SB032,Rockwood Type - VI,Orthopedics,20500,Surgical,Tertiary
SB033,Excision Arthoplasty of Femur head,Orthopedics,17500,Surgical,Tertiary
SB034,Open Reduction of CDH,Orthopedics,20000,Surgical,Tertiary
SB035,Patellectomy,Orthopedics,11000,Surgical,Tertiary
SB036,Arthroscopic Meniscus Repair / Meniscectomy,Orthopedics,12000,Surgical,Tertiary
SB037,Elbow replacement,Orthopedics,14100,Surgical,Tertiary
SB038,Cemented,Orthopedics,35000,Surgical,Tertiary
SB038,Cementless,Orthopedics,37000,Surgical,Tertiary
SB038,Hybrid,Orthopedics,32000,Surgical,Tertiary
SB038,Revision - Total Hip Replacement,Orthopedics,4,Unknown,Tertiary
SB039,Primary - Total Knee Replacement,Orthopedics,25000,Surgical,Tertiary
SB039,Revision - Total Knee Replacement,Orthopedics,3,Unknown,Tertiary
SB040,Bone Tumour Excision (malignant) including GCT + Joint replacement (depending upon type of joint and implant),Orthopedics,57000,Surgical,Tertiary
SB041,Bone Tumour Excision + reconstruction,"Orthopedics, Surgical Oncology",30000,Surgical,Tertiary
SB042,Bone Tumour (benign) curettage / Excision and bone grafting,Orthopedics,20000,Surgical,Tertiary
SB043,Above Elbow,Orthopedics,15000,Surgical,Tertiary
SB043,Below Elbow,Orthopedics,15000,Surgical,Tertiary
